,RPRTBL_EVENT_SERL,EVENT_DATE,EVENT_SEVTY_C,FY,EVENT_CLASSN_C,SHIP_PER_INJ_I,INVLVD_SHIP_UIC,VESL_NAME_A,VESL_TYPE_A,INVLVD_ACFT_SERL,ACFT_MODEL,COUNT_ACFT_I,EMBRKD_ASHR,INVLVD_PER_SERL,AGE,INJ_CLASSN_C,PAY_GRADE,RANK_RATE,Rank Description,RATEG,Full RATEG Description,Full RATEG Division,RPRTG_UIC,EVENT_SHORT_NARR,INCDT_OCCURN_SERL,INCDT_PHASE_OPS_C,INCDT_TYPE_C,INCDT_PHASE_OPS,INCDT_TYPE,SEX,INJ_CLASSN,Error,Deck?,Fault,High/Low,Event Description,Continue,anomaly,(Y/S) drop incident due to lack of information for interpretation,Human Involved?
3466,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77301,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3467,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77302,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3468,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77303,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3469,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77304,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3470,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77305,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3471,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77306,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3472,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77307,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3473,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77308,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3474,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77309,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3475,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77310,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176533,992,PH,HANGAR DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,Human Damage,,,No
3476,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77296,,D,E05,PO2,Petty Officer 2nd Class,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,M,ONE OR MORE LOST WORK DAYS,,,,Low,Machine Damage,Human Damage,,,No
3477,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77296,,D,E05,PO2,Petty Officer 2nd Class,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Machine Damage,Human Damage,,,No
3478,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77297,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3479,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77297,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3480,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77298,,H,O03,LT,Lieutenant,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3481,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77298,,H,O03,LT,Lieutenant,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3482,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77299,,H,E06,PO1,Petty Officer 1st Class,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3483,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77299,,H,E06,PO1,Petty Officer 1st Class,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3484,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77300,,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3485,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77300,,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3486,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77301,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3487,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77301,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3488,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77302,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3489,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77302,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3490,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77303,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3491,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77303,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3492,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77304,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3493,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77304,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3494,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77305,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3495,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77305,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3496,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77306,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3497,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77306,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3498,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77307,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3499,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77307,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3500,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77308,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3501,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77308,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3502,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77309,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3503,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77309,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3504,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77310,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176532,992,XA,HANGAR DECK,BLOWN TIRE/FAILED TIRE STRUCTURE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3505,93133,10/24/2005 12:00:00 AM,B,2006.0,3B,Y,N21247,THEODORE ROOSEVELT,CVN,98922,C002A,Y,E,77310,,H,,,Unknown,,Unknown,Unknown,N45592,PORT NOSE WHEEL EXPLODED AND SHRAPNEL HIT MAINTENANCE TECHNICIAN.     ,176534,992,XB,HANGAR DECK,PERSONNEL INJURED,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,Human Damage,,,No
3506,93188,1/30/2008 12:00:00 AM,B,2008.0,1B,N,N22178,RONALD REAGAN,CVN,98979,EA006B,Y,E,77422,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09995,"DUR NIGHT CQ, ACFT UNDERSIDE RUDDER STRUCK LDG AREA FOLLOWING WAVEOFF.",176623,641,C5,TOUCH & GO LANDING,SHIPS SUPERSTRUCTURE; DECK OBSTRUCTIONS,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
3507,93188,1/30/2008 12:00:00 AM,B,2008.0,1B,N,N22178,RONALD REAGAN,CVN,98979,EA006B,Y,E,77423,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09995,"DUR NIGHT CQ, ACFT UNDERSIDE RUDDER STRUCK LDG AREA FOLLOWING WAVEOFF.",176623,641,C5,TOUCH & GO LANDING,SHIPS SUPERSTRUCTURE; DECK OBSTRUCTIONS,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
3508,93188,1/30/2008 12:00:00 AM,B,2008.0,1B,N,N22178,RONALD REAGAN,CVN,98979,EA006B,Y,E,77424,,H,O02,1STLT,First Lieutenant,,Unknown,Unknown,N09995,"DUR NIGHT CQ, ACFT UNDERSIDE RUDDER STRUCK LDG AREA FOLLOWING WAVEOFF.",176623,641,C5,TOUCH & GO LANDING,SHIPS SUPERSTRUCTURE; DECK OBSTRUCTIONS,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
3509,93188,1/30/2008 12:00:00 AM,B,2008.0,1B,N,N22178,RONALD REAGAN,CVN,98979,EA006B,Y,E,77422,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09995,"DUR NIGHT CQ, ACFT UNDERSIDE RUDDER STRUCK LDG AREA FOLLOWING WAVEOFF.",176622,541,P1,TOUCH AND GO LANDING,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3510,93188,1/30/2008 12:00:00 AM,B,2008.0,1B,N,N22178,RONALD REAGAN,CVN,98979,EA006B,Y,E,77423,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09995,"DUR NIGHT CQ, ACFT UNDERSIDE RUDDER STRUCK LDG AREA FOLLOWING WAVEOFF.",176622,541,P1,TOUCH AND GO LANDING,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3511,93188,1/30/2008 12:00:00 AM,B,2008.0,1B,N,N22178,RONALD REAGAN,CVN,98979,EA006B,Y,E,77424,,H,O02,1STLT,First Lieutenant,,Unknown,Unknown,N09995,"DUR NIGHT CQ, ACFT UNDERSIDE RUDDER STRUCK LDG AREA FOLLOWING WAVEOFF.",176622,541,P1,TOUCH AND GO LANDING,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3512,93245,6/27/2006 12:00:00 AM,B,2006.0,2B,N,N21847,JOHN C STENNIS,CVN,99036,F018C,Y,E,77614,,H,O05,CDR,Commander,,Unknown,Unknown,N09063,CATM-88 DEPARTED ACFT DURING CARRIER ARRESTED LANDING. NO INJURIES.   ,176740,520,XM,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3513,93245,6/27/2006 12:00:00 AM,B,2006.0,2B,N,N21847,JOHN C STENNIS,CVN,99036,F018C,Y,E,77614,,H,O05,CDR,Commander,,Unknown,Unknown,N09063,CATM-88 DEPARTED ACFT DURING CARRIER ARRESTED LANDING. NO INJURIES.   ,176741,520,P5,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,ORDNANCE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3514,93250,11/9/2007 12:00:00 AM,B,2008.0,2B,N,N03363,KITTY HAWK,CV,99041,F018C,Y,E,77642,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09706,CATM-88 DEPARTED AIRCRAFT UPON EMBARKED LANDING AND WAS LOST AT SEA   ,176752,52Z,XM,NO FURTHER BREAKDOWN,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
3515,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77706,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176802,417,P7,OVERWATER/OVERLAND NAVIGATION,PROPELLER SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3516,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77706,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176803,4B2,CM,TURNING CROSSWIND,BIRD,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3517,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77707,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176802,417,P7,OVERWATER/OVERLAND NAVIGATION,PROPELLER SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3518,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77707,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176803,4B2,CM,TURNING CROSSWIND,BIRD,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3519,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77708,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176802,417,P7,OVERWATER/OVERLAND NAVIGATION,PROPELLER SYSTEM,F,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3520,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77708,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176803,4B2,CM,TURNING CROSSWIND,BIRD,F,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3521,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77709,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176802,417,P7,OVERWATER/OVERLAND NAVIGATION,PROPELLER SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3522,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77709,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176803,4B2,CM,TURNING CROSSWIND,BIRD,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
3523,93270,7/30/2005 12:00:00 AM,C,2005.0,1C,N,N22178,RONALD REAGAN,CVN,99061,E002C,Y,E,77710,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09459,STBD PROP SERVICING PNL SEP FR ACFT DUR FLT. 2 PROP BLADES DAMAGES.   ,176802,417,P7,OVERWATER/OVERLAND NAVIGATION,PROPELLER SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
